Date,Product,Region,Sales_Amount,Discount
2021-09-26,Product A,East,338.4611859359096,0.21903905633292747
2021-11-04,Product A,East,403.8492449277682,0.11617381446104248
2022-07-24,Product A,West,232.29862456453552,0.23532169968252
2021-10-15,Product A,North,51.21866741920344,0.1478688856753808
2021-04-15,Product D,East,270.8085360653828,0.05426235732760091
2021-08-16,Product B,East,221.40066318109817,0.2204285434066033
2021-09-04,Product B,South,273.2192267074624,0.07564318675168306
2022-12-01,Product C,West,53.49498896928592,0.14724309038041283
2022-05-09,Product B,South,271.4414046575441,0.022659980747072282
2021-03-24,Product B,North,493.9193307072783,0.185359996323611
2021-07-05,Product B,South,175.22044736844634,0.19975732986488318
2021-09-09,Product C,South,227.93822160907013,0.11360226299183507
2021-12-21,Product A,South,359.2354984109045,0.28632683409632215
2022-11-27,Product B,West,416.6571503856464,0.2622506764446205
2021-07-29,Product C,North,237.82623080274513,0.21238227472199842
2022-09-01,Product C,South,189.35099168058164,0.2140956223481228
2022-03-23,Product D,West,472.0216099932802,0.07572051448264537
2022-04-05,Product C,North,354.7152350022512,0.1970445693265347
2022-04-17,Product A,East,103.55958702191349,0.05946187957065589
2022-12-21,Product B,South,81.01754516059188,0.04320096717594663
2022-01-05,Product C,North,267.59743285566606,0.29984036826077404
2022-05-07,Product A,South,149.0405297212726,0.18671277944195225
2021-05-17,Product C,East,164.29313901931408,0.12929636179715714
2022-01-02,Product C,North,444.9614804725317,0.0864493568651854
2021-07-03,Product C,West,90.3047109423398,0.18117613309866823
2022-08-11,Product C,North,371.9138518530003,0.014878052466025837
2021-10-14,Product C,West,172.01401402126464,0.028404297151438516
2022-04-17,Product A,North,392.14769963186194,0.009857009322118903
2022-01-10,Product B,West,375.0851230085951,0.1497509499787985
2022-10-16,Product B,East,53.32635564993186,0.18018198875615477
2022-06-21,Product B,East,279.1109358147196,0.018743928407346254
2022-05-26,Product B,East,112.69376707012086,0.21636734024967497
2022-08-02,Product A,North,439.80216376040454,0.06911852145436932
2021-09-07,Product D,East,442.21364728808294,0.2055604361309598
2022-05-25,Product D,South,238.25561337219114,0.29456914201057366
2022-09-22,Product A,East,249.97802830298625,0.20733176101615533
2021-03-14,Product A,West,186.4773227320372,0.26495791587708256
2021-10-09,Product C,West,372.47283453201396,0.2844595520229202
2021-12-26,Product C,West,211.3976133619066,0.14602531450569464
2021-01-10,Product C,North,170.50661353518518,0.21069749382591205
2021-07-30,Product B,South,244.5039767770287,0.2555907760667525
2021-06-01,Product C,East,91.16938327435642,0.10698267386231583
2021-01-05,Product D,South,385.9714420898917,0.07841919496811846
2021-07-14,Product B,South,55.66838057230413,0.2839795718335016
2021-10-10,Product C,West,340.0182776842673,0.21789105011064538
2022-04-09,Product B,West,132.28903703969257,0.06590464001274789
2021-04-23,Product D,West,154.5818207964859,0.13472501780283402
2021-09-28,Product C,North,336.03439938801796,0.2389355308613428
2021-06-12,Product D,South,496.8245596023082,0.16411889727553264
2022-04-05,Product D,South,399.97287008264783,0.19498562944976672
2021-04-15,Product D,North,151.62783450052638,0.2261304606135157
2022-11-24,Product C,North,129.2111397685102,0.18660275664269418
2022-07-10,Product A,North,439.8047916204517,0.16202379657665872
2021-10-09,Product C,South,249.88277656467693,0.22488428531633203
2022-11-18,Product D,South,111.67376127266996,0.2182689106296602
2021-06-11,Product C,West,437.99514049487215,0.18896172005495368
2021-12-17,Product D,West,417.24155881141763,0.10793682401457888
2022-03-10,Product A,South,492.7578637537236,0.12174362766008147
2021-05-20,Product B,West,459.3846590207078,0.2911315646652292
2022-04-16,Product A,North,433.30565239724376,0.033715779687457745
2021-05-12,Product A,East,73.65847901495141,0.0805514751758506
2021-03-28,Product B,West,96.98691627415312,0.1477205277613007
2022-11-19,Product C,South,306.04243743685527,0.25101890584313574
2021-07-02,Product B,West,289.16566082681936,0.049102699118918354
2022-01-03,Product C,West,256.083446520291,0.08308638543738296
2021-05-09,Product C,West,228.5551964365629,0.019739465338571693
2021-09-03,Product D,East,244.044718188948,0.21179557981524552
2022-08-24,Product D,North,306.18407036065787,0.07146283064268484
2022-08-01,Product B,South,50.93443292003654,0.11660242520128514
